,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,hour,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
30089,263.88,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
12307,267.4,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
29691,272.59,0.0,0.0,90,2,14,0,0,0,0,0,0,0,1,0,0,0,0
3579,274.06,0.0,0.0,1,4,15,0,0,0,0,0,0,0,1,0,0,0,0
22442,284.29,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23092,290.67,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19702,266.58,0.0,0.0,40,2,11,0,0,0,0,0,0,0,1,0,0,0,0
29162,256.22,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
2748,264.06,0.0,0.0,20,2,18,0,0,0,0,0,0,0,1,0,0,0,0
46949,298.58,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
43064,267.62,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
30575,268.81,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
13503,275.85,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
17978,297.22,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
14298,281.32,0.0,0.0,56,3,10,0,0,0,0,0,0,0,1,0,0,0,0
7949,295.96,0.0,0.0,0,3,10,0,0,0,0,0,0,0,1,0,0,0,0
39928,270.22,0.0,0.0,75,1,20,0,0,0,0,0,0,0,1,0,0,0,0
35185,297.89,0.0,0.0,5,2,21,0,0,0,0,0,0,0,1,0,0,0,0
11531,261.42,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
21881,274.08,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
36223,291.94,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
9809,269.1,0.0,0.0,64,3,18,0,0,0,0,0,0,0,1,0,0,0,0
31428,264.9,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
37713,283.43,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3531,273.46,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
32638,282.34,0.0,0.0,90,3,13,0,0,0,0,0,0,0,1,0,0,0,0
3686,264.09,0.0,0.0,20,2,13,0,0,0,0,0,0,0,1,0,0,0,0
44043,278.77,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
42284,273.29,0.0,0.0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0
21132,274.51,0.0,0.0,90,2,17,0,0,0,0,0,0,0,1,0,0,0,0
41582,271.72,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
31867,274.48,0.0,0.0,1,2,9,0,0,0,0,0,0,0,1,0,0,0,0
16797,301.27,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
14805,292.09,6.89,0.0,44,0,7,0,0,0,0,0,0,0,1,0,0,0,0
25368,298.17,0.0,0.0,75,2,18,0,0,0,0,0,0,0,1,0,0,0,0
44483,306.22,0.0,0.0,1,3,14,0,0,0,0,0,0,0,1,0,0,0,0
2634,265.16,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
18946,293.02,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,285.49,0.0,0.0,40,1,21,0,0,0,0,0,0,0,1,0,0,0,0
5467,272.73,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
9525,284.23,0.25,0.0,92,4,17,0,0,0,0,0,0,0,1,0,0,0,0
31187,283.76,0.0,0.0,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0
26464,289.69,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28602,282.75,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
47305,295.19,0.25,0.0,40,0,5,0,0,0,0,0,0,0,1,0,0,0,0
11498,263.31,0.0,0.0,64,3,17,0,0,0,0,0,0,0,1,0,0,0,0
808,269.68,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
37651,292.51,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
7259,302.61,0.0,0.0,12,4,17,0,0,0,0,0,0,0,1,0,0,0,0
34131,285.22,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
40229,251.15,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
9616,270.65,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
21428,271.72,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
13319,280.61,0.36,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
5498,274.34,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
9287,286.64,0.0,0.0,90,2,8,0,0,0,0,0,0,0,1,0,0,0,0
17123,297.17,0.0,0.0,40,3,12,0,0,0,0,0,0,0,1,0,0,0,0
10971,263.39,0.0,0.0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9035,293.13,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
8004,289.4,0.0,0.0,76,3,17,0,0,0,0,0,0,0,1,0,0,0,0
31164,286.548,0.0,0.0,92,1,19,0,0,0,0,0,0,0,1,0,0,0,0
9688,272.76,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
1737,267.8,0.0,0.0,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0
21377,276.42,0.0,0.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16933,299.41,0.0,0.0,75,3,13,0,0,0,0,0,0,0,1,0,0,0,0
42272,272.88,0.0,0.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37576,282.0,0.0,0.0,1,1,23,0,0,0,0,0,0,0,1,0,0,0,0
7167,295.24,0.25,0.0,64,0,3,0,0,0,0,0,0,0,1,0,0,0,0
46465,297.02,0.0,0.0,75,1,22,0,0,0,0,0,0,0,1,0,0,0,0
41364,260.72,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32158,275.33,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
21899,274.37,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
38334,281.76,0.0,0.0,75,4,8,0,0,0,0,0,0,0,1,0,0,0,0
2015,264.56,0.0,0.0,20,0,4,0,0,0,0,0,0,0,1,0,0,0,0
27564,278.036,0.0,0.0,0,1,20,0,0,0,0,0,0,0,1,0,0,0,0
33247,276.62,0.0,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
47878,287.48,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13665,270.98,0.0,0.0,20,1,22,0,0,0,0,0,0,0,1,0,0,0,0
19934,275.94,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
2116,273.57,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
19605,271.35,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
39694,270.15,0.0,0.0,75,2,18,0,0,0,0,0,0,0,1,0,0,0,0
13039,274.94,0.3,0.0,75,2,19,0,0,0,0,0,0,0,1,0,0,0,0
3255,261.53,0.0,0.0,100,3,14,0,0,0,0,0,0,0,1,0,0,0,0
37317,294.21,0.0,0.0,40,3,12,0,0,0,0,0,0,0,1,0,0,0,0
2117,273.85,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16128,291.49,3.2,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
30845,268.62,0.0,0.0,90,2,13,0,0,0,0,0,0,0,1,0,0,0,0
10649,260.8,0.0,0.0,64,4,16,0,0,0,0,0,0,0,1,0,0,0,0
40728,254.62,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
45767,305.22,0.0,0.0,1,3,17,0,0,0,0,0,0,0,1,0,0,0,0
24107,297.34,0.0,0.0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0
819,281.67,0.0,0.0,1,3,14,0,0,0,0,0,0,0,1,0,0,0,0
5442,273.89,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
8473,298.87,0.0,0.0,40,3,16,0,0,0,0,0,0,0,1,0,0,0,0
28729,275.34,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
43427,269.15,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
21209,261.08,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
25660,299.18,0.0,0.0,88,2,18,0,0,0,0,0,0,0,1,0,0,0,0
16315,294.0,0.66,0.0,90,3,8,0,0,0,0,0,0,0,1,0,0,0,0
26177,291.95,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
17693,291.66,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
16614,292.61,0.53,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
11775,259.17,0.51,0.0,64,0,3,0,0,0,0,0,0,0,1,0,0,0,0
45898,298.08,0.0,0.0,5,3,11,0,0,0,0,0,0,0,1,0,0,0,0
19860,273.09,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
8864,298.46,0.25,0.0,92,0,23,0,0,0,0,0,0,0,1,0,0,0,0
33523,288.01,0.0,0.0,40,1,22,0,0,0,0,0,0,0,1,0,0,0,0
16882,302.6,0.0,0.0,40,2,15,0,0,0,0,0,0,0,1,0,0,0,0
41679,266.01,0.0,0.0,40,4,17,0,0,0,0,0,0,0,1,0,0,0,0
8232,293.79,0.0,0.0,92,3,11,0,0,0,0,0,0,0,1,0,0,0,0
16199,296.34,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
19129,275.55,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
39066,274.15,0.0,0.0,90,0,6,0,0,0,0,0,0,0,1,0,0,0,0
38818,267.43,0.0,0.0,40,3,15,0,0,0,0,0,0,0,1,0,0,0,0
11389,269.64,0.0,0.0,75,3,17,0,0,0,0,0,0,0,1,0,0,0,0
33905,281.68,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
18012,298.4,0.0,0.0,75,0,5,0,0,0,0,0,0,0,1,0,0,0,0
10946,262.75,0.0,0.0,64,0,6,0,0,0,0,0,0,0,1,0,0,0,0
5918,286.38,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
9927,278.25,0.0,0.0,90,0,5,0,0,0,0,0,0,0,1,0,0,0,0
47032,291.01,0.76,0.0,90,0,5,0,0,0,0,0,0,0,1,0,0,0,0
41559,263.43,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
23370,285.69,0.0,0.0,20,2,11,0,0,0,0,0,0,0,1,0,0,0,0
15436,294.74,0.0,0.0,76,1,8,0,0,0,0,0,0,0,1,0,0,0,0
15477,297.03,0.0,0.0,75,2,15,0,0,0,0,0,0,0,1,0,0,0,0
21628,275.88,0.0,0.0,40,3,15,0,0,0,0,0,0,0,1,0,0,0,0
10586,260.47,0.0,0.0,64,1,22,0,0,0,0,0,0,0,1,0,0,0,0
38059,279.22,0.0,0.0,20,2,9,0,0,0,0,0,0,0,1,0,0,0,0
40402,261.75,0.0,0.0,75,1,22,0,0,0,0,0,0,0,1,0,0,0,0
21433,271.15,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
10005,279.66,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
20794,268.15,0.0,0.0,90,1,23,0,0,0,0,0,0,0,1,0,0,0,0
38135,291.41,0.0,0.0,75,3,13,0,0,0,0,0,0,0,1,0,0,0,0
12484,261.31,0.0,0.0,75,3,13,0,0,0,0,0,0,0,1,0,0,0,0
26231,285.16,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
44498,293.76,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
39883,270.22,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
41742,269.79,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6618,293.6,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
20689,255.55,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
46120,292.29,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
27277,279.532,0.0,0.0,92,3,6,0,0,0,0,0,0,0,1,0,0,0,0
34346,291.53,0.0,0.0,40,2,5,0,0,0,0,0,0,0,1,0,0,0,0
29534,265.72,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
38142,287.95,0.0,0.0,75,2,20,0,0,0,0,0,0,0,1,0,0,0,0
6865,291.75,0.0,0.0,88,2,19,0,0,0,0,0,0,0,1,0,0,0,0
41873,271.28,0.0,0.0,1,3,11,0,0,0,0,0,0,0,1,0,0,0,0
41503,277.21,0.0,0.0,1,3,15,0,0,0,0,0,0,0,1,0,0,0,0
28551,278.02,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
5535,281.7,0.0,0.0,75,2,20,0,0,0,0,0,0,0,1,0,0,0,0
22761,284.79,1.4,0.0,75,1,22,0,0,0,0,0,0,0,1,0,0,0,0
12396,270.28,0.0,0.0,90,0,21,0,0,0,0,0,0,0,1,0,0,0,0
23250,285.75,1.02,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
28363,273.88,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
7068,292.32,0.0,0.0,8,1,22,0,0,0,0,0,0,0,1,0,0,0,0
15030,287.79,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9533,280.81,0.91,0.0,76,1,22,0,0,0,0,0,0,0,1,0,0,0,0
15666,303.08,0.0,0.0,12,3,13,0,0,0,0,0,0,0,1,0,0,0,0
4962,274.58,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
43069,267.49,0.0,0.0,90,4,8,0,0,0,0,0,0,0,1,0,0,0,0
10728,261.08,0.25,0.0,90,2,12,0,0,0,0,0,0,0,1,0,0,0,0
44411,306.51,0.0,0.0,1,2,18,0,0,0,0,0,0,0,1,0,0,0,0
21125,277.29,0.0,0.0,90,2,12,0,0,0,0,0,0,0,1,0,0,0,0
3004,267.73,0.0,0.0,1,3,18,0,0,0,0,0,0,0,1,0,0,0,0
7431,301.15,0.0,0.0,1,1,17,0,0,0,0,0,0,0,1,0,0,0,0
15071,300.18,0.0,0.0,0,3,18,0,0,0,0,0,0,0,1,0,0,0,0
35710,301.08,0.0,0.0,40,3,18,0,0,0,0,0,0,0,1,0,0,0,0
30190,276.94,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
3590,267.22,0.0,0.0,75,0,2,0,0,0,0,0,0,0,1,0,0,0,0
43114,273.22,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
22111,277.5,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
92,279.08,0.0,0.0,40,3,12,0,0,0,0,0,0,0,1,0,0,0,0
12952,263.58,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
40048,266.88,0.0,0.0,5,2,16,0,0,0,0,0,0,0,1,0,0,0,0
18445,290.52,1.52,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
13023,270.57,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
48192,283.48,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
27630,281.469,0.0,0.0,80,3,14,0,0,0,0,0,0,0,1,0,0,0,0
33812,284.78,0.0,0.0,90,2,20,0,0,0,0,0,0,0,1,0,0,0,0
18861,285.37,6.01,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
1195,276.53,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
14752,300.66,0.0,0.0,1,3,11,0,0,0,0,0,0,0,1,0,0,0,0
39345,277.58,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
14374,284.06,0.0,0.0,48,4,14,0,0,0,0,0,0,0,1,0,0,0,0
44452,302.29900000000004,0.0,0.0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0
47704,302.57,0.0,0.0,20,3,12,0,0,0,0,0,0,0,1,0,0,0,0
14268,287.05,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
37585,279.55,0.0,0.0,5,2,8,0,0,0,0,0,0,0,1,0,0,0,0
37307,294.86,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
24395,288.38,0.0,0.0,88,3,9,0,0,0,0,0,0,0,1,0,0,0,0
29556,267.35,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
36826,291.95,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
28153,281.81,0.0,0.0,75,3,9,0,0,0,0,0,0,0,1,0,0,0,0
29672,270.48,0.0,0.0,90,0,22,0,0,0,0,0,0,0,1,0,0,0,0
46525,292.51,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
37499,290.08,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
11502,264.7,0.25,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
23560,294.54,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
7922,289.58,0.0,0.0,0,4,8,0,0,0,0,0,0,0,1,0,0,0,0
40105,253.53,0.0,0.0,5,1,21,0,0,0,0,0,0,0,1,0,0,0,0
15225,296.15,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
27815,276.78,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
33761,283.09,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
37630,289.37,0.0,0.0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35430,294.62,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
32388,279.11,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19655,276.15,0.0,0.0,1,3,11,0,0,0,0,0,0,0,1,0,0,0,0
20754,267.68,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
13904,279.62,0.25,0.0,90,2,21,0,0,0,0,0,0,0,1,0,0,0,0
41543,255.79,0.0,0.0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0
39816,269.01,0.0,0.0,90,1,7,0,0,0,0,0,0,0,1,0,0,0,0
12693,261.86,0.0,0.0,20,4,8,0,0,0,0,0,0,0,1,0,0,0,0
38662,277.88,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
27010,285.6,0.0,0.0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33009,291.09,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
2028,274.42,0.0,0.0,75,2,15,0,0,0,0,0,0,0,1,0,0,0,0
36823,292.41,0.0,0.0,90,2,21,0,0,0,0,0,0,0,1,0,0,0,0
25805,299.38,0.0,0.0,8,2,19,0,0,0,0,0,0,0,1,0,0,0,0
43716,292.02,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
34512,299.68,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42871,271.15,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
22035,278.58,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23002,284.25,0.0,0.0,75,4,8,0,0,0,0,0,0,0,1,0,0,0,0
6281,287.19,0.0,0.0,90,3,13,0,0,0,0,0,0,0,1,0,0,0,0
16521,299.03,0.0,0.0,40,3,12,0,0,0,0,0,0,0,1,0,0,0,0
21414,270.3,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
16225,295.08,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
5220,274.43,0.0,0.0,75,0,2,0,0,0,0,0,0,0,1,0,0,0,0
28616,275.95,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12184,262.81,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48077,283.09,0.0,0.0,20,1,21,0,0,0,0,0,0,0,1,0,0,0,0
26419,293.02,0.3,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
15788,291.77,0.0,0.0,75,1,8,0,0,0,0,0,0,0,1,0,0,0,0
41807,267.45,0.0,0.0,75,3,12,0,0,0,0,0,0,0,1,0,0,0,0
37512,281.62,0.0,0.0,20,4,7,0,0,0,0,0,0,0,1,0,0,0,0
11407,276.71,0.37,0.0,64,2,12,0,0,0,0,0,0,0,1,0,0,0,0
45227,299.15,0.0,0.0,1,4,15,0,0,0,0,0,0,0,1,0,0,0,0
7217,294.34,0.0,0.0,44,0,23,0,0,0,0,0,0,0,1,0,0,0,0
5543,281.03,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
9760,276.4,0.0,0.0,64,2,16,0,0,0,0,0,0,0,1,0,0,0,0
10021,276.15,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
26017,295.21,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
19903,272.15,0.0,0.0,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0
1013,280.57,0.0,0.0,90,4,15,0,0,0,0,0,0,0,1,0,0,0,0
7421,290.75,0.0,0.0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0
37213,293.09,0.0,0.0,40,2,19,0,0,0,0,0,0,0,1,0,0,0,0
28955,264.95,0.0,0.0,40,3,13,0,0,0,0,0,0,0,1,0,0,0,0
32721,287.75,0.0,0.0,90,1,8,0,0,0,0,0,0,0,1,0,0,0,0
32434,276.96,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
2071,275.49,0.0,0.0,90,2,11,0,0,0,0,0,0,0,1,0,0,0,0
27117,287.86,0.0,0.0,0,3,12,0,0,0,0,0,0,0,1,0,0,0,0
5333,271.98,0.0,0.0,90,0,6,0,0,0,0,0,0,0,1,0,0,0,0
44494,294.0,0.0,0.0,75,1,20,0,0,0,0,0,0,0,1,0,0,0,0
26757,294.32,0.0,0.0,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0
21103,274.41,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
16230,290.88,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36387,291.72,0.0,0.0,1,3,10,0,0,0,0,0,0,0,1,0,0,0,0
34559,300.88,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
46005,291.15,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
35571,293.65,0.0,0.0,75,0,6,0,0,0,0,0,0,0,1,0,0,0,0
22692,278.56,0.0,0.0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0
16554,295.21,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
11964,256.97,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
23030,289.0,0.0,0.0,40,3,12,0,0,0,0,0,0,0,1,0,0,0,0
8760,292.89,0.0,0.0,36,2,20,0,0,0,0,0,0,0,1,0,0,0,0
21501,273.61,0.0,0.0,1,3,14,0,0,0,0,0,0,0,1,0,0,0,0
25797,297.65,0.0,0.0,0,3,11,0,0,0,0,0,0,0,1,0,0,0,0
45782,295.87,0.0,0.0,40,0,23,0,0,0,0,0,0,0,1,0,0,0,0
5726,275.66,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46933,293.74,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
28575,280.62,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
12857,266.66,0.0,0.0,20,1,5,0,0,0,0,0,0,0,1,0,0,0,0
29341,271.35,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43771,281.69,0.0,0.0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35569,294.3,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
8682,306.79,0.0,0.0,8,4,16,0,0,0,0,0,0,0,1,0,0,0,0
34487,293.34,0.0,0.0,75,0,23,0,0,0,0,0,0,0,1,0,0,0,0
22724,284.34,4.06,0.0,90,1,9,0,0,0,0,0,0,0,1,0,0,0,0
8885,289.97,0.0,0.0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0
23633,292.99,0.0,0.0,40,1,22,0,0,0,0,0,0,0,1,0,0,0,0
41117,272.69,0.0,0.0,75,1,5,0,0,0,0,0,0,0,1,0,0,0,0
39818,269.29,0.0,0.0,90,2,9,0,0,0,0,0,0,0,1,0,0,0,0
42078,274.01,0.0,0.0,90,2,15,0,0,0,0,0,0,0,1,0,0,0,0
42753,269.15,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
17442,293.6,0.25,0.0,75,0,23,0,0,0,0,0,0,0,1,0,0,0,0
19814,269.89,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
8773,301.16,0.0,0.0,12,3,13,0,0,0,0,0,0,0,1,0,0,0,0
8174,284.61,0.0,0.0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
31146,285.059,0.0,0.0,68,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11937,262.72,0.0,0.0,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0
19710,262.82,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41554,265.15,0.0,0.0,75,3,17,0,0,0,0,0,0,0,1,0,0,0,0
37749,287.99,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
33161,277.22,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21652,278.09,0.0,0.0,40,4,6,0,0,0,0,0,0,0,1,0,0,0,0
34908,291.75,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
20809,272.08,0.0,0.0,90,2,15,0,0,0,0,0,0,0,1,0,0,0,0
31115,282.231,0.0,0.0,32,3,18,0,0,0,0,0,0,0,1,0,0,0,0
18992,287.9,0.0,0.0,1,4,17,0,0,0,0,0,0,0,1,0,0,0,0
14749,294.16,0.0,0.0,1,4,8,0,0,0,0,0,0,0,1,0,0,0,0
17969,304.01,0.0,0.0,40,3,17,0,0,0,0,0,0,0,1,0,0,0,0
30166,271.46,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35101,304.34,0.0,0.0,40,4,16,0,0,0,0,0,0,0,1,0,0,0,0
40717,259.36,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
33488,290.79,0.0,0.0,75,3,13,0,0,0,0,0,0,0,1,0,0,0,0
10384,272.03,0.0,0.0,64,0,3,0,0,0,0,0,0,0,1,0,0,0,0
