,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
20293,267.08,0.0,0.0,20,8,5880,0,0,0,0,0,0,0,1,0,0,0,0
121,293.5,0.0,0.0,20,6,5194,0,0,0,0,0,0,0,1,0,0,0,0
13218,268.21,0.0,0.0,75,20,2604,0,0,0,0,0,0,0,1,0,0,0,0
23960,279.23,0.0,0.0,20,1,324,0,0,0,0,0,0,0,1,0,0,0,0
42016,289.36,0.0,0.0,1,5,2947,0,0,0,0,0,0,0,1,0,0,0,0
21704,273.29,0.0,0.0,90,10,3940,0,0,0,0,0,0,0,1,0,0,0,0
4927,280.25,0.0,0.0,20,13,5189,0,0,0,0,0,0,0,1,0,0,0,0
5025,285.45,0.0,0.0,90,10,4778,0,0,0,0,0,0,0,1,0,0,0,0
3613,275.28,0.0,0.0,90,12,4886,0,0,0,0,0,0,0,1,0,0,0,0
9416,266.93,0.0,0.0,75,22,2890,0,0,0,0,0,0,0,1,0,0,0,0
34644,276.3,0.0,0.0,75,4,804,0,0,0,0,0,0,0,1,0,0,0,0
9540,300.39,0.0,0.0,20,22,2094,0,0,0,0,0,0,0,1,0,0,0,0
29646,267.95,0.0,0.0,1,22,2908,0,0,0,0,0,0,0,1,0,0,0,0
14904,269.27,0.0,0.0,1,18,4557,0,0,0,0,0,0,0,1,0,0,0,0
10508,287.15,0.0,0.0,90,2,516,0,0,0,0,0,0,0,1,0,0,0,0
18675,252.8,0.0,0.0,64,19,2863,0,0,0,0,0,0,0,1,0,0,0,0
29012,275.942,0.0,0.0,24,21,2001,0,0,0,0,0,0,0,1,0,0,0,0
20178,257.14,0.0,0.0,5,10,3869,0,0,0,0,0,0,0,1,0,0,0,0
13327,288.86,0.0,0.0,40,1,1063,0,0,0,0,0,0,0,1,0,0,0,0
25083,265.02,0.0,0.0,90,17,5196,0,0,0,0,0,0,0,1,0,0,0,0
25196,295.49,0.0,0.0,75,17,5347,0,0,0,0,0,0,0,1,0,0,0,0
11833,268.01,0.0,0.0,1,3,353,0,0,0,0,0,0,0,1,0,0,0,0
42225,278.43,0.0,0.0,90,10,4536,0,0,0,0,0,0,0,1,0,0,0,0
22329,272.49,0.0,0.0,90,1,582,0,0,0,0,0,0,0,1,0,0,0,0
22166,298.22,0.0,0.0,40,17,6108,0,0,0,0,0,0,0,1,0,0,0,0
6852,267.49,0.0,0.0,5,21,3350,0,0,0,0,0,0,0,1,0,0,0,0
25891,271.73,0.0,0.0,0,7,6296,0,0,0,0,0,0,0,1,0,0,0,0
26594,276.72,0.0,0.0,90,11,5233,0,0,0,0,0,0,0,1,0,0,0,0
38799,285.22,0.0,0.0,90,12,4705,0,0,0,0,0,0,0,1,0,0,0,0
26652,283.84,0.0,0.0,56,6,5369,0,0,0,0,0,0,0,1,0,0,0,0
6833,287.07,0.0,0.0,90,14,5344,0,0,0,0,0,0,0,1,0,0,0,0
41910,260.93,0.0,0.0,90,18,3801,0,0,0,0,0,0,0,1,0,0,0,0
25677,294.94,0.0,0.0,0,20,3282,0,0,0,0,0,0,0,1,0,0,0,0
37331,272.69,0.0,0.0,75,5,2534,0,0,0,0,0,0,0,1,0,0,0,0
33569,274.15,0.0,0.0,90,12,4850,0,0,0,0,0,0,0,1,0,0,0,0
3291,299.18,0.0,0.0,36,23,2027,0,0,0,0,0,0,0,1,0,0,0,0
34727,292.56,0.0,0.0,1,21,2800,0,0,0,0,0,0,0,1,0,0,0,0
34882,275.34,0.0,0.0,90,13,3657,0,0,0,0,0,0,0,1,0,0,0,0
406,271.72,0.0,0.0,90,15,6042,0,0,0,0,0,0,0,1,0,0,0,0
11641,295.94,0.0,0.0,1,15,4424,0,0,0,0,0,0,0,1,0,0,0,0
36889,289.62,0.0,0.0,75,14,4560,0,0,0,0,0,0,0,1,0,0,0,0
10958,287.66,0.0,0.0,90,9,4916,0,0,0,0,0,0,0,1,0,0,0,0
39852,273.73,0.0,0.0,90,7,6827,0,0,0,0,0,0,0,1,0,0,0,0
3488,258.36,0.0,0.0,90,10,4558,0,0,0,0,0,0,0,1,0,0,0,0
38860,293.01,0.0,0.0,1,5,508,0,0,0,0,0,0,0,1,0,0,0,0
41174,274.65,0.0,0.0,5,19,3285,0,0,0,0,0,0,0,1,0,0,0,0
43343,278.631,0.0,0.0,0,22,1565,0,0,0,0,0,0,0,1,0,0,0,0
16243,294.88,0.0,0.0,1,22,1410,0,0,0,0,0,0,0,1,0,0,0,0
39355,297.888,0.0,0.0,0,1,400,0,0,0,0,0,0,0,1,0,0,0,0
43197,283.58,0.0,0.0,1,7,6559,0,0,0,0,0,0,0,1,0,0,0,0
32526,290.56,0.0,0.0,90,19,3136,0,0,0,0,0,0,0,1,0,0,0,0
1191,299.84,0.0,0.0,40,17,4549,0,0,0,0,0,0,0,1,0,0,0,0
12766,280.41,0.0,0.0,90,4,811,0,0,0,0,0,0,0,1,0,0,0,0
10423,283.08,0.0,0.0,75,23,1001,0,0,0,0,0,0,0,1,0,0,0,0
8557,290.04,0.0,0.0,75,2,359,0,0,0,0,0,0,0,1,0,0,0,0
11213,275.3,0.0,0.0,1,13,5210,0,0,0,0,0,0,0,1,0,0,0,0
13324,287.92,0.0,0.0,1,4,979,0,0,0,0,0,0,0,1,0,0,0,0
837,263.34,0.0,0.0,90,22,2212,0,0,0,0,0,0,0,1,0,0,0,0
18628,290.23,0.0,0.0,1,23,2102,0,0,0,0,0,0,0,1,0,0,0,0
3184,268.49,0.0,0.0,64,5,2727,0,0,0,0,0,0,0,1,0,0,0,0
36548,300.36,0.0,0.0,40,19,3145,0,0,0,0,0,0,0,1,0,0,0,0
30986,267.89,0.0,0.0,20,12,4238,0,0,0,0,0,0,0,1,0,0,0,0
29588,290.28,0.0,0.0,5,22,2271,0,0,0,0,0,0,0,1,0,0,0,0
3843,295.41,0.0,0.0,75,11,4586,0,0,0,0,0,0,0,1,0,0,0,0
8441,289.35,0.0,0.0,1,7,5934,0,0,0,0,0,0,0,1,0,0,0,0
21439,271.94,0.0,0.0,90,11,4818,0,0,0,0,0,0,0,1,0,0,0,0
22199,252.63,0.0,0.0,5,11,3991,0,0,0,0,0,0,0,1,0,0,0,0
7324,275.88,0.0,0.0,40,1,829,0,0,0,0,0,0,0,1,0,0,0,0
13887,262.66,0.0,0.0,1,1,368,0,0,0,0,0,0,0,1,0,0,0,0
10106,260.57,0.0,0.0,90,5,804,0,0,0,0,0,0,0,1,0,0,0,0
29894,259.22,0.0,0.0,90,4,865,0,0,0,0,0,0,0,1,0,0,0,0
7288,282.15,0.0,0.0,75,4,414,0,0,0,0,0,0,0,1,0,0,0,0
40982,282.18,0.0,0.0,90,11,4049,0,0,0,0,0,0,0,1,0,0,0,0
29311,281.02,0.0,0.0,1,8,5594,0,0,0,0,0,0,0,1,0,0,0,0
5601,284.26,0.0,0.0,1,22,3248,0,0,0,0,0,0,0,1,0,0,0,0
6582,275.34,0.0,0.0,90,17,5804,0,0,0,0,0,0,0,1,0,0,0,0
12734,290.15,0.0,0.0,1,1,494,0,0,0,0,0,0,0,1,0,0,0,0
20321,289.15,0.0,0.0,1,7,2229,0,0,0,0,0,0,0,1,0,0,0,0
12004,301.15,0.0,0.0,40,14,5489,0,0,0,0,0,0,0,1,0,0,0,0
17541,269.61,0.0,0.0,90,10,3850,0,0,0,0,0,0,0,1,0,0,0,0
22611,270.57,0.0,0.0,90,8,5684,0,0,0,0,0,0,0,1,0,0,0,0
769,291.63,0.0,0.0,1,12,2962,0,0,0,0,0,0,0,1,0,0,0,0
8778,258.46,0.0,0.0,90,9,3703,0,0,0,0,0,0,0,1,0,0,0,0
24923,256.66,0.0,0.0,1,20,1732,0,0,0,0,0,0,0,1,0,0,0,0
40945,258.83,0.0,0.0,90,18,4203,0,0,0,0,0,0,0,1,0,0,0,0
29078,265.94,0.0,0.0,90,3,254,0,0,0,0,0,0,0,1,0,0,0,0
12478,294.09,0.0,0.0,75,16,3664,0,0,0,0,0,0,0,1,0,0,0,0
33849,270.82,0.0,0.0,1,3,353,0,0,0,0,0,0,0,1,0,0,0,0
2874,283.85,1.52,0.0,90,3,300,0,0,0,0,0,0,0,1,0,0,0,0
42781,300.22,0.0,0.0,1,16,6698,0,0,0,0,0,0,0,1,0,0,0,0
9994,285.75,0.0,0.0,90,18,4725,0,0,0,0,0,0,0,1,0,0,0,0
20339,302.66,0.0,0.0,36,15,5797,0,0,0,0,0,0,0,1,0,0,0,0
22675,289.37,0.0,0.0,1,7,5708,0,0,0,0,0,0,0,1,0,0,0,0
9941,305.461,0.0,0.0,0,18,4170,0,0,0,0,0,0,0,1,0,0,0,0
14463,275.29,0.0,0.0,40,19,3681,0,0,0,0,0,0,0,1,0,0,0,0
8498,297.37,0.0,0.0,90,10,4374,0,0,0,0,0,0,0,1,0,0,0,0
15162,295.28,0.0,0.0,90,11,4677,0,0,0,0,0,0,0,1,0,0,0,0
14691,294.07,0.0,0.0,56,4,828,0,0,0,0,0,0,0,1,0,0,0,0
37466,275.88,0.0,0.0,40,15,4912,0,0,0,0,0,0,0,1,0,0,0,0
21314,270.3,0.0,0.0,90,11,3215,0,0,0,0,0,0,0,1,0,0,0,0
30223,302.54,0.0,0.0,0,13,5398,0,0,0,0,0,0,0,1,0,0,0,0
37720,258.84,0.0,0.0,75,5,2776,0,0,0,0,0,0,0,1,0,0,0,0
35930,260.66,0.0,0.0,75,19,3043,0,0,0,0,0,0,0,1,0,0,0,0
22285,296.81,0.0,0.0,0,1,680,0,0,0,0,0,0,0,1,0,0,0,0
31122,284.79,0.0,0.0,40,6,5709,0,0,0,0,0,0,0,1,0,0,0,0
17337,278.01,0.0,0.0,40,17,4984,0,0,0,0,0,0,0,1,0,0,0,0
43019,280.22,0.0,0.0,90,23,1491,0,0,0,0,0,0,0,1,0,0,0,0
21389,282.22,0.0,0.0,90,20,2977,0,0,0,0,0,0,0,1,0,0,0,0
29297,275.82,0.0,0.0,1,20,3775,0,0,0,0,0,0,0,1,0,0,0,0
22386,292.93,0.3,0.0,1,8,5334,0,0,0,0,0,0,0,1,0,0,0,0
42343,276.29,0.0,0.0,1,2,286,0,0,0,0,0,0,0,1,0,0,0,0
19919,275.34,0.0,0.0,90,6,5639,0,0,0,0,0,0,0,1,0,0,0,0
21285,264.91,0.0,0.0,90,7,4601,0,0,0,0,0,0,0,1,0,0,0,0
9264,275.15,0.0,0.0,90,7,5984,0,0,0,0,0,0,0,1,0,0,0,0
32299,288.61,0.0,0.0,1,1,611,0,0,0,0,0,0,0,1,0,0,0,0
16428,268.22,0.0,0.0,1,6,761,0,0,0,0,0,0,0,1,0,0,0,0
4353,288.76,0.0,0.0,20,11,4564,0,0,0,0,0,0,0,1,0,0,0,0
93,265.75,0.0,0.0,90,19,2335,0,0,0,0,0,0,0,1,0,0,0,0
23937,292.64,0.0,0.0,0,22,2373,0,0,0,0,0,0,0,1,0,0,0,0
26922,294.45,0.0,0.0,75,9,4664,0,0,0,0,0,0,0,1,0,0,0,0
21350,283.15,0.0,0.0,1,13,4919,0,0,0,0,0,0,0,1,0,0,0,0
22424,271.54,0.0,0.0,75,14,4277,0,0,0,0,0,0,0,1,0,0,0,0
3774,278.51,0.0,0.0,90,21,2727,0,0,0,0,0,0,0,1,0,0,0,0
14332,282.35,0.0,0.0,100,11,4339,0,0,0,0,0,0,0,1,0,0,0,0
6822,255.26,0.0,0.0,1,10,4317,0,0,0,0,0,0,0,1,0,0,0,0
30338,295.29,0.0,0.0,90,19,3201,0,0,0,0,0,0,0,1,0,0,0,0
24203,271.01,0.0,0.0,1,0,661,0,0,0,0,0,0,0,1,0,0,0,0
13227,291.48,0.0,0.0,40,6,5518,0,0,0,0,0,0,0,1,0,0,0,0
41980,253.0,0.0,0.0,1,1,505,0,0,0,0,0,0,0,1,0,0,0,0
41570,291.23,0.0,0.0,75,22,2227,0,0,0,0,0,0,0,1,0,0,0,0
6320,290.02,0.0,0.0,40,10,3519,0,0,0,0,0,0,0,1,0,0,0,0
7886,281.69,0.0,0.0,90,7,6628,0,0,0,0,0,0,0,1,0,0,0,0
26285,274.67,0.0,0.0,75,10,4490,0,0,0,0,0,0,0,1,0,0,0,0
3360,288.32,0.69,0.0,68,3,323,0,0,0,0,0,0,0,1,0,0,0,0
8326,290.79,0.0,0.0,90,23,3047,0,0,0,0,0,0,0,1,0,0,0,0
12761,284.84,0.0,0.0,90,13,4820,0,0,0,0,0,0,0,1,0,0,0,0
33248,261.42,0.0,0.0,90,21,2862,0,0,0,0,0,0,0,1,0,0,0,0
20354,264.65,0.0,0.0,75,7,1616,0,0,0,0,0,0,0,1,0,0,0,0
25122,277.35,0.0,0.0,90,9,4933,0,0,0,0,0,0,0,1,0,0,0,0
35023,290.53,0.0,0.0,75,13,4184,0,0,0,0,0,0,0,1,0,0,0,0
20869,296.12,0.0,0.0,1,15,4195,0,0,0,0,0,0,0,1,0,0,0,0
6940,273.09,0.0,0.0,90,7,6154,0,0,0,0,0,0,0,1,0,0,0,0
19274,264.87,0.0,0.0,90,16,5729,0,0,0,0,0,0,0,1,0,0,0,0
24092,292.22,0.0,0.0,90,21,2454,0,0,0,0,0,0,0,1,0,0,0,0
22648,295.29,0.0,0.0,40,14,5049,0,0,0,0,0,0,0,1,0,0,0,0
40972,290.43,0.0,0.0,1,23,1174,0,0,0,0,0,0,0,1,0,0,0,0
20361,292.14,1.78,0.0,5,22,2713,0,0,0,0,0,0,0,1,0,0,0,0
9050,276.02,0.0,0.0,90,11,3701,0,0,0,0,0,0,0,1,0,0,0,0
28955,273.85,0.0,0.0,90,0,485,0,0,0,0,0,0,0,1,0,0,0,0
25207,288.55,0.0,0.0,90,12,4827,0,0,0,0,0,0,0,1,0,0,0,0
40851,290.4,0.0,0.0,1,3,370,0,0,0,0,0,0,0,1,0,0,0,0
17268,281.72,0.0,0.0,1,4,862,0,0,0,0,0,0,0,1,0,0,0,0
11430,293.28,0.25,0.0,92,11,4871,0,0,0,0,0,0,0,1,0,0,0,0
8730,272.01,0.0,0.0,90,13,4955,0,0,0,0,0,0,0,1,0,0,0,0
11277,294.0,0.66,0.0,90,8,4911,0,0,0,0,0,0,0,1,0,0,0,0
6144,275.57,0.0,0.0,90,10,4426,0,0,0,0,0,0,0,1,0,0,0,0
24356,274.03,0.0,0.0,90,2,261,0,0,0,0,0,0,0,1,0,0,0,0
6319,271.55,0.0,0.0,75,17,5196,0,0,0,0,0,0,0,1,0,0,0,0
42729,274.85,0.0,0.0,90,18,3076,0,0,0,0,0,0,0,1,0,0,0,0
32692,284.65,0.0,0.0,1,6,1140,0,0,0,0,0,0,0,1,0,0,0,0
34153,298.65,0.0,0.0,20,20,2450,0,0,0,0,0,0,0,1,0,0,0,0
6185,291.35,0.25,0.0,90,22,2356,0,0,0,0,0,0,0,1,0,0,0,0
5063,276.793,0.0,0.0,64,23,1139,0,0,0,0,0,0,0,1,0,0,0,0
36488,260.79,0.0,0.0,1,1,335,0,0,0,0,0,0,0,1,0,0,0,0
3545,268.43,0.0,0.0,90,5,2692,0,0,0,0,0,0,0,1,0,0,0,0
7271,269.48,0.0,0.0,1,4,500,0,0,0,0,0,0,0,1,0,0,0,0
10067,272.02,0.0,0.0,90,16,6000,0,0,0,0,0,0,0,1,0,0,0,0
42363,280.49,0.0,0.0,0,21,2598,0,0,0,0,0,0,0,1,0,0,0,0
33001,291.86,0.0,0.0,0,8,5601,0,0,0,0,0,0,0,1,0,0,0,0
3277,284.75,0.0,0.0,90,8,5858,0,0,0,0,0,0,0,1,0,0,0,0
28589,296.87,0.0,0.0,1,3,453,0,0,0,0,0,0,0,1,0,0,0,0
2954,243.39,0.0,0.0,1,8,1462,0,0,0,0,0,0,0,1,0,0,0,0
17112,289.44,0.51,0.0,90,20,2890,0,0,0,0,0,0,0,1,0,0,0,0
4681,286.71,0.0,0.0,75,23,1374,0,0,0,0,0,0,0,1,0,0,0,0
4165,300.67,0.0,0.0,40,16,6343,0,0,0,0,0,0,0,1,0,0,0,0
20048,271.49,0.51,0.0,64,9,5354,0,0,0,0,0,0,0,1,0,0,0,0
6358,266.9,0.0,0.0,90,4,308,0,0,0,0,0,0,0,1,0,0,0,0
22303,290.49,0.0,0.0,1,2,330,0,0,0,0,0,0,0,1,0,0,0,0
25047,272.22,0.0,0.0,1,23,1441,0,0,0,0,0,0,0,1,0,0,0,0
32661,292.22,0.0,0.0,90,10,4592,0,0,0,0,0,0,0,1,0,0,0,0
27916,271.55,0.0,0.0,90,7,4050,0,0,0,0,0,0,0,1,0,0,0,0
24255,264.22,0.0,0.0,90,5,435,0,0,0,0,0,0,0,1,0,0,0,0
24492,295.01,0.0,0.0,75,12,5253,0,0,0,0,0,0,0,1,0,0,0,0
33030,269.66,0.0,0.0,20,0,998,0,0,0,0,0,0,0,1,0,0,0,0
34683,290.17,0.0,0.0,24,8,5425,0,0,0,0,0,0,0,1,0,0,0,0
30806,281.72,0.0,0.0,90,22,1583,0,0,0,0,0,0,0,1,0,0,0,0
30295,301.97,0.25,0.0,1,18,4261,0,0,0,0,0,0,0,1,0,0,0,0
4522,301.48,0.0,0.0,75,14,4614,0,0,0,0,0,0,0,1,0,0,0,0
18323,279.35,0.0,0.0,1,2,411,0,0,0,0,0,0,0,1,0,0,0,0
17794,266.86,0.0,0.0,90,18,4253,0,0,0,0,0,0,0,1,0,0,0,0
32049,292.08,0.0,0.0,90,7,6827,0,0,0,0,0,0,0,1,0,0,0,0
11932,278.1,2.21,0.0,90,15,3544,0,0,0,0,0,0,0,1,0,0,0,0
8252,255.26,0.0,0.0,1,4,356,0,0,0,0,0,0,0,1,0,0,0,0
9434,274.82,0.0,0.0,90,16,5194,0,0,0,0,0,0,0,1,0,0,0,0
2656,259.72,0.0,0.0,56,16,6242,0,0,0,0,0,0,0,1,0,0,0,0
7195,294.02,2.86,0.0,75,23,2441,0,0,0,0,0,0,0,1,0,0,0,0
1887,285.12,0.0,0.0,1,15,6300,0,0,0,0,0,0,0,1,0,0,0,0
39824,272.46,0.0,0.0,90,19,3916,0,0,0,0,0,0,0,1,0,0,0,0
24262,304.49,0.0,0.0,0,14,4443,0,0,0,0,0,0,0,1,0,0,0,0
5100,277.36,0.0,0.0,80,7,6235,0,0,0,0,0,0,0,1,0,0,0,0
16555,306.75,0.0,0.0,90,15,4550,0,0,0,0,0,0,0,1,0,0,0,0
23764,259.22,0.0,0.0,5,17,4572,0,0,0,0,0,0,0,1,0,0,0,0
6713,293.17,0.0,0.0,0,4,839,0,0,0,0,0,0,0,1,0,0,0,0
31443,280.91,0.0,0.0,96,4,401,0,0,0,0,0,0,0,1,0,0,0,0
7673,272.44,0.0,0.0,75,13,4423,0,0,0,0,0,0,0,1,0,0,0,0
8450,254.31,0.0,0.0,1,5,662,0,0,0,0,0,0,0,1,0,0,0,0
17734,290.01,0.0,0.0,90,23,1236,0,0,0,0,0,0,0,1,0,0,0,0
19179,251.15,0.0,0.0,1,10,3919,0,0,0,0,0,0,0,1,0,0,0,0
15172,274.35,0.0,0.0,40,20,2962,0,0,0,0,0,0,0,1,0,0,0,0
7997,294.64,0.0,0.0,1,23,1783,0,0,0,0,0,0,0,1,0,0,0,0
17980,271.72,0.0,0.0,90,23,1135,0,0,0,0,0,0,0,1,0,0,0,0
5970,295.74,0.0,0.0,24,1,433,0,0,0,0,0,0,0,1,0,0,0,0
11222,296.96,0.0,0.0,0,21,3155,0,0,0,0,0,0,0,1,0,0,0,0
12993,286.69,0.0,0.0,1,3,349,0,0,0,0,0,0,0,1,0,0,0,0
13815,274.38,0.0,0.0,75,14,5162,0,0,0,0,0,0,0,1,0,0,0,0
34179,292.99,0.0,0.0,40,12,4496,0,0,0,0,0,0,0,1,0,0,0,0
1663,256.59,0.0,0.0,5,19,3185,0,0,0,0,0,0,0,1,0,0,0,0
9626,264.95,0.0,0.0,90,11,3683,0,0,0,0,0,0,0,1,0,0,0,0
21995,286.29,0.0,0.0,90,15,6082,0,0,0,0,0,0,0,1,0,0,0,0
12115,290.22,0.0,0.0,20,23,1414,0,0,0,0,0,0,0,1,0,0,0,0
4061,259.29,0.0,0.0,64,15,4762,0,0,0,0,0,0,0,1,0,0,0,0
146,275.09,0.0,0.0,20,16,4329,0,0,0,0,0,0,0,1,0,0,0,0
40310,285.95,0.0,0.0,90,17,4974,0,0,0,0,0,0,0,1,0,0,0,0
4726,278.44,0.0,0.0,40,9,4749,0,0,0,0,0,0,0,1,0,0,0,0
734,285.42,0.0,0.0,75,22,1538,0,0,0,0,0,0,0,1,0,0,0,0
32875,296.92,0.0,0.0,1,16,6383,0,0,0,0,0,0,0,1,0,0,0,0
18731,273.35,0.0,0.0,90,11,4517,0,0,0,0,0,0,0,1,0,0,0,0
15196,269.02,0.0,0.0,1,9,4577,0,0,0,0,0,0,0,1,0,0,0,0
42112,266.35,0.0,0.0,1,14,5470,0,0,0,0,0,0,0,1,0,0,0,0
18481,276.15,0.0,0.0,90,14,5379,0,0,0,0,0,0,0,1,0,0,0,0
42344,293.69,0.0,0.0,1,7,1452,0,0,0,0,0,0,0,1,0,0,0,0
35373,285.74,0.0,0.0,1,7,5704,0,0,0,0,0,0,0,1,0,0,0,0
19704,283.29,0.0,0.0,1,1,309,0,0,0,0,0,0,0,1,0,0,0,0
41252,292.41,0.0,0.0,90,12,4782,0,0,0,0,0,0,0,1,0,0,0,0
14209,272.08,0.0,0.0,1,5,497,0,0,0,0,0,0,0,1,0,0,0,0
26903,293.72,0.0,0.0,1,9,4065,0,0,0,0,0,0,0,1,0,0,0,0
30095,267.69,0.0,0.0,90,7,1283,0,0,0,0,0,0,0,1,0,0,0,0
9218,281.9,0.0,0.0,1,1,502,0,0,0,0,0,0,0,1,0,0,0,0
37668,271.58,0.0,0.0,1,2,498,0,0,0,0,0,0,0,1,0,0,0,0
41535,284.23,0.0,0.0,1,7,1336,0,0,0,0,0,0,0,1,0,0,0,0
34039,262.06,0.0,0.0,40,9,2405,0,0,0,0,0,0,0,1,0,0,0,0
14622,292.3,0.0,0.0,90,12,4677,0,0,0,0,0,0,0,1,0,0,0,0
39710,289.51,0.0,0.0,48,8,6276,0,0,0,0,0,0,0,1,0,0,0,0
2379,296.8,0.0,0.0,8,15,4043,0,0,0,0,0,0,0,1,0,0,0,0
11379,270.22,0.0,0.0,90,6,4627,0,0,0,0,0,0,0,1,0,0,0,0
5414,276.793,0.0,0.0,64,0,1236,0,0,0,0,0,0,0,1,0,0,0,0
6935,263.96,0.0,0.0,1,2,310,0,0,0,0,0,0,0,1,0,0,0,0
42484,278.3,0.0,0.0,90,11,4866,0,0,0,0,0,0,0,1,0,0,0,0
20527,264.89,0.0,0.0,20,10,4417,0,0,0,0,0,0,0,1,0,0,0,0
39649,294.65,0.0,0.0,1,5,2836,0,0,0,0,0,0,0,1,0,0,0,0
22078,295.8,0.0,0.0,48,20,3346,0,0,0,0,0,0,0,1,0,0,0,0
4835,297.88,0.0,0.0,32,21,2638,0,0,0,0,0,0,0,1,0,0,0,0
6480,256.19,0.0,0.0,64,13,4178,0,0,0,0,0,0,0,1,0,0,0,0
12175,268.21,0.0,0.0,1,7,6724,0,0,0,0,0,0,0,1,0,0,0,0
13031,290.68,0.0,0.0,1,3,404,0,0,0,0,0,0,0,1,0,0,0,0
23198,297.12,0.25,0.0,75,13,5400,0,0,0,0,0,0,0,1,0,0,0,0
40238,258.93,0.0,0.0,1,8,5670,0,0,0,0,0,0,0,1,0,0,0,0
36131,280.24,0.0,0.0,0,0,1295,0,0,0,0,0,0,0,1,0,0,0,0
30063,265.15,0.0,0.0,1,14,5130,0,0,0,0,0,0,0,1,0,0,0,0
30304,282.55,0.0,0.0,40,13,5054,0,0,0,0,0,0,0,1,0,0,0,0
27140,289.16,0.0,0.0,90,8,2651,0,0,0,0,0,0,0,1,0,0,0,0
5845,266.42,0.0,0.0,90,11,4324,0,0,0,0,0,0,0,1,0,0,0,0
1239,298.85,0.0,0.0,40,12,3551,0,0,0,0,0,0,0,1,0,0,0,0
23334,294.29,0.0,0.0,1,23,1755,0,0,0,0,0,0,0,1,0,0,0,0
36295,282.4,0.0,0.0,75,5,578,0,0,0,0,0,0,0,1,0,0,0,0
14315,289.93,0.0,0.0,20,12,4943,0,0,0,0,0,0,0,1,0,0,0,0
29097,289.16,0.0,0.0,1,5,3021,0,0,0,0,0,0,0,1,0,0,0,0
22498,291.17,0.25,0.0,1,5,2823,0,0,0,0,0,0,0,1,0,0,0,0
27350,285.69,0.0,0.0,90,15,5973,0,0,0,0,0,0,0,1,0,0,0,0
30197,272.61,0.0,0.0,90,7,3078,0,0,0,0,0,0,0,1,0,0,0,0
32203,288.71,0.86,0.0,90,10,4326,0,0,0,0,0,0,0,1,0,0,0,0
24852,282.6,0.0,0.0,1,2,287,0,0,0,0,0,0,0,1,0,0,0,0
14980,287.05,0.0,0.0,90,17,4648,0,0,0,0,0,0,0,1,0,0,0,0
19062,275.61,0.0,0.0,90,4,271,0,0,0,0,0,0,0,1,0,0,0,0
6333,298.51,0.0,0.0,1,14,4014,0,0,0,0,0,0,0,1,0,0,0,0
22629,285.29,1.02,0.0,90,20,2577,0,0,0,0,0,0,0,1,0,0,0,0
25718,291.3,0.0,0.0,90,19,3071,0,0,0,0,0,0,0,1,0,0,0,0
27056,283.62,0.0,0.0,90,23,1034,0,0,0,0,0,0,0,1,0,0,0,0
16560,269.94,0.0,0.0,90,10,1494,0,0,0,0,0,0,0,1,0,0,0,0
41191,271.65,0.0,0.0,75,15,5449,0,0,0,0,0,0,0,1,0,0,0,0
13729,291.73,0.0,0.0,40,19,3723,0,0,0,0,0,0,0,1,0,0,0,0
43264,274.0,0.68,0.0,64,14,5133,0,0,0,0,0,0,0,1,0,0,0,0
10922,267.81,0.0,0.0,1,10,4460,0,0,0,0,0,0,0,1,0,0,0,0
355,299.58,0.0,0.0,20,13,4664,0,0,0,0,0,0,0,1,0,0,0,0
38250,298.81,0.0,0.0,40,16,3983,0,0,0,0,0,0,0,1,0,0,0,0
41039,255.58,0.0,0.0,1,7,6405,0,0,0,0,0,0,0,1,0,0,0,0
4898,300.35,0.0,0.0,1,13,4549,0,0,0,0,0,0,0,1,0,0,0,0
11585,292.21,0.0,0.0,90,6,5431,0,0,0,0,0,0,0,1,0,0,0,0
3301,276.4,0.0,0.0,90,18,4880,0,0,0,0,0,0,0,1,0,0,0,0
24051,289.94,0.0,0.0,5,8,6079,0,0,0,0,0,0,0,1,0,0,0,0
37101,275.06,0.0,0.0,90,17,3726,0,0,0,0,0,0,0,1,0,0,0,0
22535,291.61,0.0,0.0,90,3,360,0,0,0,0,0,0,0,1,0,0,0,0
41464,295.46,0.0,0.0,90,13,4834,0,0,0,0,0,0,0,1,0,0,0,0
29682,289.68,0.0,0.0,76,15,4787,0,0,0,0,0,0,0,1,0,0,0,0
15263,290.75,0.0,0.0,90,15,5667,0,0,0,0,0,0,0,1,0,0,0,0
11631,284.42,0.0,0.0,90,4,844,0,0,0,0,0,0,0,1,0,0,0,0
29266,280.02,0.0,0.0,75,14,5731,0,0,0,0,0,0,0,1,0,0,0,0
39060,263.42,0.0,0.0,1,6,1316,0,0,0,0,0,0,0,1,0,0,0,0
39862,280.09,0.0,0.0,1,5,2791,0,0,0,0,0,0,0,1,0,0,0,0
16278,255.14,0.0,0.0,1,5,2735,0,0,0,0,0,0,0,1,0,0,0,0
42130,281.98,0.0,0.0,1,7,6268,0,0,0,0,0,0,0,1,0,0,0,0
42183,285.55,0.0,0.0,1,0,640,0,0,0,0,0,0,0,1,0,0,0,0
