,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,hour,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
24082,297.03,0.0,0.0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0
24191,292.18,0.0,0.0,92,1,21,0,0,0,0,0,0,0,1,0,0,0,0
188,282.05,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
42517,269.29,0.0,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
25517,296.35,0.0,0.0,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0
40674,258.28,0.0,0.0,90,2,7,0,0,0,0,0,0,0,1,0,0,0,0
27444,284.789,0.0,0.0,32,3,13,0,0,0,0,0,0,0,1,0,0,0,0
37252,285.58,0.0,0.0,75,4,6,0,0,0,0,0,0,0,1,0,0,0,0
36863,287.2,0.0,0.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
18210,292.71,0.0,0.0,1,1,16,0,0,0,0,0,0,0,1,0,0,0,0
18311,298.51,0.28,0.0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0
12093,253.66,0.0,0.0,20,0,6,0,0,0,0,0,0,0,1,0,0,0,0
14145,287.08,5.84,0.0,75,2,19,0,0,0,0,0,0,0,1,0,0,0,0
20509,273.67,0.0,0.13,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
41764,272.72,0.0,0.0,20,3,15,0,0,0,0,0,0,0,1,0,0,0,0
15511,286.89,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
35216,294.42,0.0,0.0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37771,282.37,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
19874,278.44,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
20837,271.79,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
33888,282.75,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
28226,272.62,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
18939,301.3,0.0,0.0,1,1,17,0,0,0,0,0,0,0,1,0,0,0,0
41950,268.01,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
25193,296.1,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20732,267.08,0.0,0.0,75,0,23,0,0,0,0,0,0,0,1,0,0,0,0
38742,270.35,0.0,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
8568,303.61,0.0,0.0,0,4,17,0,0,0,0,0,0,0,1,0,0,0,0
19899,273.68,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
9031,294.64,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32537,276.28,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
23935,292.76,0.0,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
35947,297.58,0.0,0.0,40,4,16,0,0,0,0,0,0,0,1,0,0,0,0
36699,289.55,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
9632,274.15,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
43423,270.65,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
2657,264.85,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
13892,277.87,1.8,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
1638,279.85,0.0,0.0,90,2,13,0,0,0,0,0,0,0,1,0,0,0,0
47664,297.9,0.51,0.0,5,1,21,0,0,0,0,0,0,0,1,0,0,0,0
1063,281.46,0.0,0.0,90,3,17,0,0,0,0,0,0,0,1,0,0,0,0
3604,274.97,0.0,0.0,90,4,17,0,0,0,0,0,0,0,1,0,0,0,0
47671,294.21,0.25,0.0,75,0,4,0,0,0,0,0,0,0,1,0,0,0,0
11743,259.9,0.0,0.0,64,0,5,0,0,0,0,0,0,0,1,0,0,0,0
33071,275.37,0.0,0.0,90,3,8,0,0,0,0,0,0,0,1,0,0,0,0
28640,275.95,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
1378,279.47,0.0,0.0,75,0,8,0,0,0,0,0,0,0,1,0,0,0,0
13981,279.78,0.45,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
6488,285.08,0.0,0.0,90,4,8,0,0,0,0,0,0,0,1,0,0,0,0
5762,275.11,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
2726,264.78,0.0,0.0,75,1,21,0,0,0,0,0,0,0,1,0,0,0,0
21557,268.22,0.0,0.0,5,3,13,0,0,0,0,0,0,0,1,0,0,0,0
28864,273.75,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
6697,288.57,0.0,0.0,92,4,17,0,0,0,0,0,0,0,1,0,0,0,0
45060,297.16,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
7158,294.06,0.0,0.0,64,2,11,0,0,0,0,0,0,0,1,0,0,0,0
19103,286.52,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
37449,288.3,0.0,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
23180,284.8,1.19,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6895,296.4,0.25,0.0,0,3,18,0,0,0,0,0,0,0,1,0,0,0,0
9157,300.7,0.0,0.0,24,4,17,0,0,0,0,0,0,0,1,0,0,0,0
17314,294.47,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
7051,287.01,0.0,0.0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0
12349,272.39,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
45392,294.15,0.0,0.0,1,3,8,0,0,0,0,0,0,0,1,0,0,0,0
38963,280.15,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
11529,263.45,0.0,0.0,64,3,13,0,0,0,0,0,0,0,1,0,0,0,0
4077,268.85,0.0,0.0,90,2,7,0,0,0,0,0,0,0,1,0,0,0,0
23655,297.06,0.0,0.0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0
6068,297.59,0.0,0.0,40,4,16,0,0,0,0,0,0,0,1,0,0,0,0
1572,270.47,0.0,0.0,6,1,5,0,0,0,0,0,0,0,1,0,0,0,0
31674,261.28,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
43722,289.34,0.0,0.0,40,3,10,0,0,0,0,0,0,0,1,0,0,0,0
23310,279.61,0.0,0.0,75,3,6,0,0,0,0,0,0,0,1,0,0,0,0
7117,295.04,0.0,0.0,92,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18972,281.7,0.0,0.0,90,0,22,0,0,0,0,0,0,0,1,0,0,0,0
25206,299.45,0.0,0.0,40,0,11,0,0,0,0,0,0,0,1,0,0,0,0
46355,287.62,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
12323,265.13,0.0,0.0,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0
10186,268.03,0.0,0.0,64,0,6,0,0,0,0,0,0,0,1,0,0,0,0
35582,304.02,0.0,0.0,40,2,17,0,0,0,0,0,0,0,1,0,0,0,0
41755,270.22,0.0,0.0,90,3,7,0,0,0,0,0,0,0,1,0,0,0,0
25928,300.64,0.0,0.0,1,3,17,0,0,0,0,0,0,0,1,0,0,0,0
6959,294.18,0.42,0.0,76,4,16,0,0,0,0,0,0,0,1,0,0,0,0
13973,278.2,4.5,0.0,90,1,18,0,0,0,0,0,0,0,1,0,0,0,0
2727,265.04,0.0,0.0,75,0,22,0,0,0,0,0,0,0,1,0,0,0,0
34955,292.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29436,274.29,0.0,0.0,90,1,19,0,0,0,0,0,0,0,1,0,0,0,0
12587,263.27,0.0,0.0,90,3,17,0,0,0,0,0,0,0,1,0,0,0,0
35415,296.86,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
29814,249.73,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
44797,293.84,0.0,0.0,40,2,22,0,0,0,0,0,0,0,1,0,0,0,0
10027,271.93,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
37882,284.62,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5382,274.29,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
5656,288.47,0.0,0.0,75,1,21,0,0,0,0,0,0,0,1,0,0,0,0
36074,289.08,0.0,0.0,1,2,5,0,0,0,0,0,0,0,1,0,0,0,0
38536,271.93,0.0,0.0,90,3,6,0,0,0,0,0,0,0,1,0,0,0,0
44926,287.61,0.0,0.0,5,4,7,0,0,0,0,0,0,0,1,0,0,0,0
4329,273.46,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
4785,280.2,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
31592,273.09,0.0,0.0,20,4,17,0,0,0,0,0,0,0,1,0,0,0,0
29177,260.01,0.0,0.0,90,3,8,0,0,0,0,0,0,0,1,0,0,0,0
34267,291.97,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32020,275.84,0.0,0.0,92,3,9,0,0,0,0,0,0,0,1,0,0,0,0
9880,283.46,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
32011,276.15,0.0,0.0,90,3,6,0,0,0,0,0,0,0,1,0,0,0,0
16385,285.02,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
31376,276.91,0.0,0.0,90,4,17,0,0,0,0,0,0,0,1,0,0,0,0
21974,280.94,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
22105,286.86,0.0,0.0,5,2,19,0,0,0,0,0,0,0,1,0,0,0,0
4655,280.99,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
31744,268.22,0.0,0.0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0
32281,277.89,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
33096,276.15,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
25661,298.46,0.0,0.0,88,2,19,0,0,0,0,0,0,0,1,0,0,0,0
633,281.05,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44579,300.22,0.0,0.0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0
18476,291.38,0.0,0.0,90,3,6,0,0,0,0,0,0,0,1,0,0,0,0
11180,253.86,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
25381,292.3,0.0,0.0,75,0,7,0,0,0,0,0,0,0,1,0,0,0,0
47578,287.08,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
31037,270.55,0.0,0.0,0,3,12,0,0,0,0,0,0,0,1,0,0,0,0
34558,300.15,0.0,0.0,1,3,14,0,0,0,0,0,0,0,1,0,0,0,0
18978,280.75,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
615,284.77,0.0,0.0,90,4,17,0,0,0,0,0,0,0,1,0,0,0,0
12538,265.7,0.0,0.0,40,3,16,0,0,0,0,0,0,0,1,0,0,0,0
5170,274.69,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
11147,256.19,0.0,0.0,64,1,16,0,0,0,0,0,0,0,1,0,0,0,0
39662,268.14,0.0,0.0,90,0,23,0,0,0,0,0,0,0,1,0,0,0,0
9657,278.83,0.0,0.0,90,3,17,0,0,0,0,0,0,0,1,0,0,0,0
25321,295.95,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
41856,271.36,0.0,0.0,5,2,18,0,0,0,0,0,0,0,1,0,0,0,0
13113,264.44,0.0,0.0,20,1,21,0,0,0,0,0,0,0,1,0,0,0,0
38400,273.86,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
25277,297.37,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
39294,287.86,0.0,0.0,75,4,16,0,0,0,0,0,0,0,1,0,0,0,0
34522,291.75,0.0,0.0,40,0,3,0,0,0,0,0,0,0,1,0,0,0,0
25091,306.37,0.0,0.0,0,3,17,0,0,0,0,0,0,0,1,0,0,0,0
16144,290.53,0.0,0.0,1,3,8,0,0,0,0,0,0,0,1,0,0,0,0
4005,268.18,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28247,267.16,0.0,0.0,1,1,23,0,0,0,0,0,0,0,1,0,0,0,0
1030,275.89,0.0,0.0,1,4,8,0,0,0,0,0,0,0,1,0,0,0,0
38584,275.28,0.0,0.0,75,4,8,0,0,0,0,0,0,0,1,0,0,0,0
33636,289.96,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
9208,290.65,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13252,275.64,0.25,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
45967,294.22,0.0,0.0,1,3,8,0,0,0,0,0,0,0,1,0,0,0,0
16407,287.27,0.0,0.0,75,0,2,0,0,0,0,0,0,0,1,0,0,0,0
709,273.52,0.0,0.0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33328,283.71,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
2876,276.05,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
16686,291.94,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4353,267.72,0.0,0.0,1,1,19,0,0,0,0,0,0,0,1,0,0,0,0
5758,275.36,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
32145,280.35,0.0,0.0,5,1,21,0,0,0,0,0,0,0,1,0,0,0,0
34241,294.03,0.0,0.0,1,2,23,0,0,0,0,0,0,0,1,0,0,0,0
42868,271.58,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
36975,293.76,0.0,0.0,20,3,14,0,0,0,0,0,0,0,1,0,0,0,0
19429,281.29,0.0,0.0,90,0,22,0,0,0,0,0,0,0,1,0,0,0,0
14921,294.21,0.0,0.0,75,2,19,0,0,0,0,0,0,0,1,0,0,0,0
44791,294.79,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
46112,301.07,0.0,0.0,75,2,18,0,0,0,0,0,0,0,1,0,0,0,0
11751,258.78,0.0,0.0,64,3,13,0,0,0,0,0,0,0,1,0,0,0,0
46068,291.29,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
13828,289.96,0.0,0.0,1,4,17,0,0,0,0,0,0,0,1,0,0,0,0
22548,287.51,0.0,0.0,1,2,22,0,0,0,0,0,0,0,1,0,0,0,0
3069,266.49,0.0,0.0,40,2,16,0,0,0,0,0,0,0,1,0,0,0,0
3933,263.9,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
37704,291.09,0.0,0.0,90,4,15,0,0,0,0,0,0,0,1,0,0,0,0
36103,291.65,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
42601,272.79,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2483,265.51,0.0,0.0,90,1,9,0,0,0,0,0,0,0,1,0,0,0,0
15958,289.99,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
11488,256.29,0.0,0.0,64,4,7,0,0,0,0,0,0,0,1,0,0,0,0
20583,255.48,0.0,0.0,1,3,13,0,0,0,0,0,0,0,1,0,0,0,0
43023,264.02,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
46533,289.55,0.0,0.0,40,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1704,284.95,0.0,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
32939,277.83,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
14897,298.6,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
2447,265.93,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
30585,270.08,0.0,0.0,1,3,13,0,0,0,0,0,0,0,1,0,0,0,0
5397,280.36,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
37748,286.6,0.0,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
35880,298.29,0.0,0.0,75,2,19,0,0,0,0,0,0,0,1,0,0,0,0
14881,290.24,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
10231,271.0,0.0,0.0,64,0,4,0,0,0,0,0,0,0,1,0,0,0,0
19040,276.78,0.0,0.0,1,3,10,0,0,0,0,0,0,0,1,0,0,0,0
9521,286.02,0.0,0.0,92,4,15,0,0,0,0,0,0,0,1,0,0,0,0
1803,272.02,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
38350,275.68,0.0,0.0,90,2,21,0,0,0,0,0,0,0,1,0,0,0,0
9990,279.68,0.0,0.0,64,0,23,0,0,0,0,0,0,0,1,0,0,0,0
47789,288.21,3.18,0.0,20,2,5,0,0,0,0,0,0,0,1,0,0,0,0
28442,274.02,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41254,253.65,0.0,0.0,5,0,23,0,0,0,0,0,0,0,1,0,0,0,0
23689,290.82,0.64,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
30771,272.55,0.0,0.0,90,1,23,0,0,0,0,0,0,0,1,0,0,0,0
29572,274.59,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
37241,290.42,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
35479,296.28,0.0,0.0,1,3,10,0,0,0,0,0,0,0,1,0,0,0,0
22455,296.92,0.0,0.0,1,4,15,0,0,0,0,0,0,0,1,0,0,0,0
37912,273.55,0.0,0.0,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0
45768,300.82,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
30912,267.46,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
21277,261.65,0.0,0.0,90,0,6,0,0,0,0,0,0,0,1,0,0,0,0
30878,260.42,0.0,0.0,40,1,21,0,0,0,0,0,0,0,1,0,0,0,0
15549,297.0,0.0,0.0,40,4,16,0,0,0,0,0,0,0,1,0,0,0,0
2968,260.08,0.0,0.0,1,3,7,0,0,0,0,0,0,0,1,0,0,0,0
30720,261.95,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
11444,270.12,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8301,296.19,0.0,0.0,75,4,16,0,0,0,0,0,0,0,1,0,0,0,0
16595,294.63,0.25,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
9416,288.88,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
28667,274.82,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
19962,277.01,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
41962,274.94,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
39155,265.88,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
21719,288.15,0.0,0.0,1,4,14,0,0,0,0,0,0,0,1,0,0,0,0
41051,266.08,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
14770,294.39,0.0,0.0,75,0,5,0,0,0,0,0,0,0,1,0,0,0,0
15718,299.5,0.0,0.0,20,4,17,0,0,0,0,0,0,0,1,0,0,0,0
19495,285.51,0.0,0.0,1,2,18,0,0,0,0,0,0,0,1,0,0,0,0
24957,288.349,0.0,0.0,92,0,3,0,0,0,0,0,0,0,1,0,0,0,0
8026,294.37,0.0,0.0,12,4,16,0,0,0,0,0,0,0,1,0,0,0,0
40590,252.58,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21585,272.15,0.0,0.0,90,4,15,0,0,0,0,0,0,0,1,0,0,0,0
6449,287.76,0.0,0.0,90,1,19,0,0,0,0,0,0,0,1,0,0,0,0
35457,290.56,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7579,301.71,0.0,0.0,92,4,16,0,0,0,0,0,0,0,1,0,0,0,0
35406,302.51,0.0,0.0,5,3,13,0,0,0,0,0,0,0,1,0,0,0,0
35688,295.61,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
15285,303.58,0.0,0.0,8,2,17,0,0,0,0,0,0,0,1,0,0,0,0
37088,288.07,0.0,0.0,40,0,3,0,0,0,0,0,0,0,1,0,0,0,0
17932,292.7,0.0,0.0,90,4,7,0,0,0,0,0,0,0,1,0,0,0,0
30277,275.08,0.0,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
1229,276.8,0.0,0.0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0
4213,275.63,0.0,0.0,90,2,15,0,0,0,0,0,0,0,1,0,0,0,0
24478,302.98,0.0,0.0,20,2,17,0,0,0,0,0,0,0,1,0,0,0,0
11818,249.64,0.0,0.0,1,1,19,0,0,0,0,0,0,0,1,0,0,0,0
26304,295.31,0.0,0.0,75,2,11,0,0,0,0,0,0,0,1,0,0,0,0
5387,273.58,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
36763,300.14,0.0,0.0,20,3,14,0,0,0,0,0,0,0,1,0,0,0,0
1324,283.08,0.0,0.0,75,3,9,0,0,0,0,0,0,0,1,0,0,0,0
47245,293.37,0.85,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
25272,296.14,0.0,0.0,90,2,5,0,0,0,0,0,0,0,1,0,0,0,0
42172,270.29,0.0,0.0,5,3,13,0,0,0,0,0,0,0,1,0,0,0,0
35329,289.08,0.0,0.0,90,3,8,0,0,0,0,0,0,0,1,0,0,0,0
36575,290.09,0.0,0.0,75,0,23,0,0,0,0,0,0,0,1,0,0,0,0
14989,287.55,0.68,0.0,90,3,16,0,0,0,0,0,0,0,1,0,0,0,0
24176,289.82,0.0,0.0,88,3,6,0,0,0,0,0,0,0,1,0,0,0,0
38902,276.95,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
17782,290.79,0.0,0.0,90,4,8,0,0,0,0,0,0,0,1,0,0,0,0
13228,274.57,1.14,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
15391,296.46,0.0,0.0,76,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31571,278.09,0.0,0.0,40,1,20,0,0,0,0,0,0,0,1,0,0,0,0
33039,284.95,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
34380,300.94,0.0,0.0,40,3,15,0,0,0,0,0,0,0,1,0,0,0,0
16054,299.59,0.0,0.0,1,2,18,0,0,0,0,0,0,0,1,0,0,0,0
39467,285.5,0.0,0.0,90,3,13,0,0,0,0,0,0,0,1,0,0,0,0
3738,261.95,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
37416,303.07,0.0,0.0,40,2,13,0,0,0,0,0,0,0,1,0,0,0,0
13286,275.78,0.0,0.0,20,0,2,0,0,0,0,0,0,0,1,0,0,0,0
34745,292.59,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
29078,259.59,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
1754,273.73,0.0,0.0,75,3,13,0,0,0,0,0,0,0,1,0,0,0,0
24078,293.17,0.0,0.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
27736,286.399,0.0,0.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37308,294.15,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
10821,263.29,0.0,0.0,75,3,8,0,0,0,0,0,0,0,1,0,0,0,0
24251,294.85,0.0,0.0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0
22560,281.85,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
25592,294.25,0.0,0.0,24,1,22,0,0,0,0,0,0,0,1,0,0,0,0
28291,273.82,0.0,0.0,1,1,19,0,0,0,0,0,0,0,1,0,0,0,0
40153,258.3,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
25740,290.36,0.0,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
39385,277.88,0.0,0.0,75,3,11,0,0,0,0,0,0,0,1,0,0,0,0
33145,275.35,0.0,0.0,5,4,8,0,0,0,0,0,0,0,1,0,0,0,0
23791,285.91,0.0,0.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
8921,284.89,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
8215,290.37,0.0,0.0,92,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18649,295.57,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
36129,291.02,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
6009,275.85,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
3342,254.15,0.0,0.0,4,3,6,0,0,0,0,0,0,0,1,0,0,0,0
15594,297.7,0.0,0.0,40,3,13,0,0,0,0,0,0,0,1,0,0,0,0
13309,280.93,0.0,0.0,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42843,269.52,0.0,0.0,75,3,9,0,0,0,0,0,0,0,1,0,0,0,0
24522,294.03,0.0,0.0,40,3,13,0,0,0,0,0,0,0,1,0,0,0,0
1828,273.62,0.0,0.0,54,1,14,0,0,0,0,0,0,0,1,0,0,0,0
47665,296.99,0.25,0.0,5,1,22,0,0,0,0,0,0,0,1,0,0,0,0
19924,279.58,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
24858,295.24,0.0,0.0,75,0,3,0,0,0,0,0,0,0,1,0,0,0,0
40885,270.86,0.0,0.0,90,0,20,0,0,0,0,0,0,0,1,0,0,0,0
10588,257.91,0.0,0.0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23549,295.05,0.0,0.0,40,0,23,0,0,0,0,0,0,0,1,0,0,0,0
34040,296.84,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
34795,290.59,0.0,0.0,75,3,12,0,0,0,0,0,0,0,1,0,0,0,0
2261,267.56,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
16046,295.81,0.0,0.0,1,2,10,0,0,0,0,0,0,0,1,0,0,0,0
9911,281.32,0.0,0.0,90,2,19,0,0,0,0,0,0,0,1,0,0,0,0
16291,298.85,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
44764,296.15,0.0,0.0,90,2,20,0,0,0,0,0,0,0,1,0,0,0,0
1817,269.93,0.0,0.0,93,0,3,0,0,0,0,0,0,0,1,0,0,0,0
41749,270.08,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
44517,291.77,0.0,0.0,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0
43784,295.02,0.0,0.0,1,3,14,0,0,0,0,0,0,0,1,0,0,0,0
